/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, containsDubiousChars, 0x402a74, 6, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, chown, 0x7f39986e6c10, 6, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fclose@plt, 0x401120, 6, 4
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _IO_file_stat, 0x7f399865bf30, 6, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fopen@plt, 0x401290, 5, 3
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, .plt, 0x7f39985f9000, 5, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, bz_config_ok, 0x404f08, 5, 1
/lib64/ld-linux-x86-64.so.2, 0x7f39ac9b8000, _dl_audit_preinit, 0x7f39ac9d3680, 5, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, strncmp@plt, 0x4010c0, 5, 3
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, strcpy@plt, 0x4010d0, 5, 3
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, deregister_tm_clones, 0x7f3998874040, 5, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fgetc@plt, 0x401180, 5, 3
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, __xstat@plt, 0x401210, 4, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, _init, 0x401038, 4, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fread@plt, 0x401110, 4, 2
/lib64/ld-linux-x86-64.so.2, 0x7f39ac9b8000, _dl_debug_state, 0x7f39ac9bb300, 4, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, getenv@plt, 0x401060, 4, 2
/lib/x86_64-linux-gnu/libgomp.so.1, 0x7f399891d000, .fini, 0x7f3998957894, 4, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fflush@plt, 0x401230, 4, 2
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, _fini, 0x7f3998874108, 4, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, ungetc@plt, 0x401240, 4, 2
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, chmod@plt, 0x401270, 3, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, pthread_self, 0x7f399866c590, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fdopen@plt, 0x401260, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, chown@plt, 0x401250, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, frame_dummy, 0x4013f0, 3, 1
/lib/x86_64-linux-gnu/libc.so.6, 0x7f39985d1000, _setjmp, 0x7f39986131e0, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, remove@plt, 0x4010b0, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, __libc_start_main@plt, 0x4011b0, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, open@plt, 0x401280, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, utime@plt, 0x401070, 3, 1
/home/assaf/Repos/BinTransAndOpt/HW1/bzip2, 0x400000, fwrite@plt, 0x4012d0, 3, 1
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, .plt.got, 0x7f3998874030, 2, 1
/lib/x86_64-linux-gnu/libpthread.so.0, 0x7f3998873000, frame_dummy, 0x7f39988740f0, 2, 1
